ID;Nome do Produto;Categoria;Marca;Preço (R$);Custo Produção (R$);Margem Lucro (%);Consumo kWh;Eficiência;Peso (kg);Região Venda;Canal Venda;Promoção;Avaliação Cliente;Garantia (meses);Data da Venda;Tipo de Cliente;Forma de Pagamento;Fornecedor
429;Secadora modelo 303;Secadora;LG;787,24;640,03;23;303.22;B;76.37;Sul;E-commerce;Não;4;18;12/05/2023;Consumidor Final;Boleto;Distribuidora Alfa
430;Máquina de Lavar modelo 636;Máquina de Lavar;Samsung;1015,53;769,34;32;214.36;D;99.06;Sudeste;E-commerce;Não;4;12;29/01/2023;Consumidor Final;Dinheiro;Distribuidora Alfa
431;Ar Condicionado modelo 878;Ar Condicionado;Electrolux;672,12;560,10;20;482.65;C;20.46;Centro-Oeste;Loja Física;Sim;3;18;28/08/2022;Consumidor Final;Boleto;Distribuidora Epsilon
432;Micro-ondas modelo 849;Micro-ondas;Brastemp;2265,76;1798,22;26;195.12;A;30.01;Sul;E-commerce;Sim;5;24;25/12/2023;Revendedor;Dinheiro;Distribuidora Epsilon
433;Ar Condicionado modelo 632;Ar Condicionado;LG;1708,9;1412,31;21;148.36;D;80.66;Centro-Oeste;Loja Física;Sim;1;18;28/06/2022;Revendedor;Dinheiro;Fornecedor Delta
434;Máquina de Lavar modelo 870;Máquina de Lavar;Whirlpool;2252,05;1643,83;37;446.03;B;48.41;Norte;E-commerce;Sim;3;12;11/11/2023;Revendedor;Boleto;Fornecedora Gamma
435;Geladeira modelo 356;Geladeira;Samsung;1374,66;1117,61;23;447.32;D;49.76;Sudeste;E-commerce;Não;2;18;24/07/2022;Consumidor Final;Dinheiro;Fornecedora Gamma
436;Fogão modelo 103;Fogão;Consul;2637,66;1758,44;50;132.14;A;33.78;Nordeste;E-commerce;Não;5;24;25/09/2023;Consumidor Final;Cartão;Distribuidora Beta
437;Fogão modelo 868;Fogão;Philco;2339,06;1799,28;30;341.44;D;60.94;Centro-Oeste;Loja Física;Sim;5;24;20/05/2022;Revendedor;Boleto;Fornecedor Delta
438;Ar Condicionado modelo 825;Ar Condicionado;Consul;1502,34;1001,56;50;140.24;D;99.96;Sudeste;E-commerce;Sim;5;24;28/09/2022;Consumidor Final;Boleto;Fornecedora Gamma
439;Ar Condicionado modelo 958;Ar Condicionado;LG;733,89;547,68;34;279.69;D;20.78;Norte;E-commerce;Não;1;12;22/01/2023;Revendedor;Boleto;Fornecedor Delta
440;Máquina de Lavar modelo 933;Máquina de Lavar;LG;1832,15;1539,62;19;69.41;C;25.25;Nordeste;Loja Física;Sim;1;36;17/04/2023;Revendedor;PIX;Distribuidora Beta
441;Ar Condicionado modelo 635;Ar Condicionado;Samsung;1130,45;974,53;16;112.12;B;25.34;Sul;Loja Física;Sim;5;12;09/09/2023;Consumidor Final;Dinheiro;Distribuidora Beta
442;Geladeira modelo 790;Geladeira;Consul;529,17;419,98;26;288.13;A;25.2;Nordeste;E-commerce;Não;3;24;15/07/2023;Revendedor;PIX;Distribuidora Alfa
443;Micro-ondas modelo 138;Micro-ondas;Electrolux;2019,17;1589,90;27;460.16;D;51.86;Sudeste;E-commerce;Não;3;18;24/09/2022;Revendedor;PIX;Distribuidora Alfa
444;Ar Condicionado modelo 758;Ar Condicionado;LG;2593,23;1906,79;36;80.58;B;8.02;Sul;Loja Física;Sim;4;18;07/03/2023;Consumidor Final;Boleto;Fornecedora Gamma
445;Secadora modelo 851;Secadora;Brastemp;716,21;477,47;50;262.27;D;11.48;Nordeste;Loja Física;Sim;4;18;06/07/2022;Consumidor Final;Cartão;Distribuidora Epsilon
446;Máquina de Lavar modelo 353;Máquina de Lavar;Consul;1597,65;1117,24;43;376.36;D;83.45;Sudeste;E-commerce;Sim;2;12;30/01/2022;Consumidor Final;Cartão;Fornecedor Delta
447;Secadora modelo 403;Secadora;Whirlpool;559,67;462,54;21;305.25;D;20.39;Centro-Oeste;Loja Física;Sim;2;18;10/02/2023;Revendedor;Cartão;Fornecedora Gamma
448;Secadora modelo 331;Secadora;Philco;2054,17;1378,64;49;371.36;C;58.86;Sudeste;Loja Física;Sim;4;36;09/04/2023;Revendedor;Dinheiro;Fornecedora Gamma
449;Ar Condicionado modelo 816;Ar Condicionado;Whirlpool;1417,88;1042,56;36;322.03;C;42.4;Sudeste;E-commerce;Não;4;18;25/03/2022;Consumidor Final;Cartão;Distribuidora Alfa
450;Micro-ondas modelo 293;Micro-ondas;Consul;1771,62;1554,05;14;85.89;D;89.5;Centro-Oeste;Loja Física;Sim;1;24;01/06/2023;Consumidor Final;Boleto;Distribuidora Alfa
451;Máquina de Lavar modelo 501;Máquina de Lavar;Whirlpool;1209,37;895,83;35;311.27;B;50.47;Nordeste;Loja Física;Sim;2;24;29/01/2023;Revendedor;PIX;Distribuidora Epsilon
452;Secadora modelo 583;Secadora;Consul;264,25;231,80;14;447.72;C;36.72;Sul;E-commerce;Sim;1;18;20/02/2022;Revendedor;Dinheiro;Fornecedora Gamma
453;Ar Condicionado modelo 850;Ar Condicionado;Electrolux;1991,12;1531,63;30;314.79;B;69.72;Norte;E-commerce;Sim;3;18;13/01/2022;Consumidor Final;Boleto;Fornecedora Gamma
454;Geladeira modelo 699;Geladeira;Electrolux;2480,28;1771,63;40;245.6;B;72.42;Nordeste;E-commerce;Sim;4;12;30/01/2023;Consumidor Final;PIX;Fornecedor Delta
455;Ar Condicionado modelo 297;Ar Condicionado;LG;572,59;403,23;42;453.06;D;39.88;Sul;E-commerce;Não;1;12;01/02/2022;Revendedor;Cartão;Fornecedora Gamma
456;Secadora modelo 254;Secadora;Samsung;1751,67;1307,22;34;388.02;C;67.34;Norte;E-commerce;Não;1;24;18/08/2022;Revendedor;Cartão;Distribuidora Beta
457;Secadora modelo 878;Secadora;Samsung;1302,15;1142,24;14;109.65;B;95.83;Norte;Loja Física;Sim;3;12;14/06/2022;Revendedor;Boleto;Distribuidora Beta
458;Máquina de Lavar modelo 151;Máquina de Lavar;LG;1261,24;927,38;36;117.44;B;91.35;Sudeste;Loja Física;Sim;4;12;19/05/2023;Consumidor Final;Dinheiro;Distribuidora Alfa
459;Ar Condicionado modelo 371;Ar Condicionado;Brastemp;1891,36;1537,69;23;59.77;C;63.69;Sudeste;Loja Física;Sim;5;12;19/09/2022;Revendedor;PIX;Distribuidora Alfa
460;Micro-ondas modelo 141;Micro-ondas;Philco;416,1;317,63;31;413.5;B;89.42;Norte;E-commerce;Sim;4;36;07/10/2023;Consumidor Final;PIX;Fornecedor Delta
461;Geladeira modelo 312;Geladeira;Electrolux;2266;1531,08;48;61.89;D;6.64;Sudeste;Loja Física;Sim;4;12;16/08/2023;Revendedor;Dinheiro;Distribuidora Alfa
462;Secadora modelo 212;Secadora;Consul;2200,57;1705,87;29;492.83;B;55.56;Sudeste;E-commerce;Sim;3;24;22/10/2023;Revendedor;PIX;Distribuidora Beta
463;Ar Condicionado modelo 319;Ar Condicionado;Consul;2439,16;1729,90;41;355.6;A;79.01;Nordeste;Loja Física;Sim;3;36;20/12/2022;Revendedor;Cartão;Distribuidora Alfa
464;Geladeira modelo 818;Geladeira;Samsung;515,49;456,19;13;79.77;B;75.65;Norte;E-commerce;Não;4;18;03/09/2023;Consumidor Final;Cartão;Distribuidora Alfa
465;Fogão modelo 162;Fogão;Brastemp;1602,73;1381,66;16;333.74;D;67.16;Sudeste;E-commerce;Sim;3;36;30/03/2023;Consumidor Final;Cartão;Distribuidora Beta
466;Micro-ondas modelo 714;Micro-ondas;Consul;453,69;374,95;21;276.38;B;52.98;Sudeste;Loja Física;Sim;3;12;25/05/2023;Consumidor Final;Boleto;Fornecedora Gamma
467;Geladeira modelo 693;Geladeira;Whirlpool;1123,11;920,58;22;315.12;C;46.16;Nordeste;E-commerce;Não;3;36;08/08/2022;Revendedor;Boleto;Fornecedora Gamma
468;Geladeira modelo 336;Geladeira;Samsung;2311,07;1616,13;43;103.99;C;69.32;Nordeste;Loja Física;Não;2;36;01/04/2023;Revendedor;Boleto;Distribuidora Epsilon
469;Máquina de Lavar modelo 563;Máquina de Lavar;Brastemp;259,26;225,44;15;348.52;D;25.88;Sudeste;Loja Física;Não;2;18;09/09/2023;Consumidor Final;Dinheiro;Fornecedora Gamma
470;Máquina de Lavar modelo 327;Máquina de Lavar;Philco;680,94;619,04;10;300.91;A;86.57;Centro-Oeste;E-commerce;Não;4;18;02/05/2023;Revendedor;Boleto;Distribuidora Epsilon
471;Micro-ondas modelo 217;Micro-ondas;Philco;613,78;494,98;24;179.68;D;94.39;Centro-Oeste;Loja Física;Não;1;24;22/01/2022;Revendedor;Cartão;Distribuidora Epsilon
472;Micro-ondas modelo 336;Micro-ondas;Samsung;732,85;538,86;36;371.48;A;59.25;Sul;E-commerce;Sim;4;24;23/01/2022;Revendedor;Cartão;Distribuidora Beta
473;Geladeira modelo 479;Geladeira;Brastemp;2178,46;1830,64;19;116.56;C;99.65;Sul;E-commerce;Não;1;36;26/06/2022;Revendedor;Dinheiro;Distribuidora Epsilon
474;Secadora modelo 417;Secadora;Brastemp;1119,31;999,38;12;343.3;A;92.36;Sudeste;E-commerce;Sim;1;24;24/08/2023;Revendedor;Boleto;Distribuidora Alfa
475;Fogão modelo 635;Fogão;LG;1786,33;1323,21;35;345.7;B;99.46;Sul;Loja Física;Não;1;24;30/03/2022;Consumidor Final;Boleto;Distribuidora Beta
476;Ar Condicionado modelo 326;Ar Condicionado;Samsung;534,31;481,36;11;165.0;C;57.73;Centro-Oeste;E-commerce;Não;2;12;02/10/2022;Consumidor Final;PIX;Fornecedor Delta
477;Máquina de Lavar modelo 276;Máquina de Lavar;Brastemp;283,95;210,33;35;417.24;A;55.18;Nordeste;Loja Física;Não;5;36;29/08/2022;Consumidor Final;Cartão;Fornecedor Delta
478;Geladeira modelo 696;Geladeira;Electrolux;814,44;702,10;16;253.57;D;33.06;Sudeste;Loja Física;Não;2;12;18/03/2022;Consumidor Final;PIX;Distribuidora Beta
479;Fogão modelo 485;Fogão;Whirlpool;1433,75;988,79;45;316.42;C;5.11;Nordeste;Loja Física;Sim;2;12;19/05/2023;Revendedor;Cartão;Fornecedor Delta
480;Ar Condicionado modelo 512;Ar Condicionado;Samsung;950,9;856,67;11;365.84;B;93.87;Nordeste;E-commerce;Não;4;36;22/08/2022;Consumidor Final;PIX;Distribuidora Epsilon
481;Geladeira modelo 455;Geladeira;Electrolux;1971,75;1552,56;27;386.52;C;22.69;Nordeste;Loja Física;Sim;5;12;29/06/2022;Revendedor;Boleto;Distribuidora Epsilon
482;Micro-ondas modelo 835;Micro-ondas;Whirlpool;528,31;451,55;17;165.85;C;33.16;Norte;Loja Física;Não;5;18;23/08/2023;Revendedor;Cartão;Distribuidora Alfa
483;Geladeira modelo 808;Geladeira;Consul;1222,49;1027,30;19;490.13;D;16.79;Nordeste;Loja Física;Sim;3;18;07/08/2022;Revendedor;PIX;Fornecedor Delta
484;Fogão modelo 244;Fogão;Brastemp;824,61;654,45;26;433.28;B;64.21;Sul;E-commerce;Sim;4;36;01/10/2023;Consumidor Final;Boleto;Distribuidora Alfa
485;Micro-ondas modelo 944;Micro-ondas;Electrolux;1655,48;1174,10;41;267.06;B;14.77;Sul;E-commerce;Sim;2;36;14/02/2023;Consumidor Final;Dinheiro;Fornecedor Delta
486;Secadora modelo 146;Secadora;LG;1182,86;810,18;46;452.55;C;73.27;Nordeste;Loja Física;Sim;1;18;22/06/2023;Revendedor;Boleto;Distribuidora Alfa
487;Secadora modelo 224;Secadora;Brastemp;1909,57;1290,25;48;305.62;A;13.61;Sudeste;E-commerce;Não;5;36;02/08/2023;Consumidor Final;Cartão;Fornecedor Delta
488;Máquina de Lavar modelo 713;Máquina de Lavar;Consul;898,14;632,49;42;150.06;A;34.31;Norte;Loja Física;Não;3;24;12/10/2022;Revendedor;Dinheiro;Fornecedor Delta
489;Ar Condicionado modelo 155;Ar Condicionado;Samsung;2153,28;1939,89;11;228.24;B;77.06;Centro-Oeste;E-commerce;Não;2;12;17/09/2022;Consumidor Final;Boleto;Fornecedor Delta
490;Máquina de Lavar modelo 620;Máquina de Lavar;Consul;2921,08;1973,70;48;230.04;A;7.71;Centro-Oeste;E-commerce;Sim;1;18;05/09/2023;Revendedor;PIX;Distribuidora Alfa
491;Geladeira modelo 588;Geladeira;LG;905,53;680,85;33;413.02;B;92.69;Norte;Loja Física;Não;3;36;23/01/2022;Consumidor Final;Cartão;Fornecedora Gamma
492;Máquina de Lavar modelo 217;Máquina de Lavar;Consul;2157,66;1659,74;30;329.45;A;64.83;Sudeste;E-commerce;Sim;3;18;21/08/2022;Consumidor Final;Cartão;Distribuidora Beta
493;Geladeira modelo 966;Geladeira;Samsung;1327,77;928,51;43;294.41;C;81.54;Norte;Loja Física;Não;3;24;03/12/2023;Revendedor;Cartão;Distribuidora Beta
494;Secadora modelo 173;Secadora;Philco;625,03;548,27;14;482.69;C;74.42;Centro-Oeste;Loja Física;Não;3;12;31/05/2022;Consumidor Final;PIX;Fornecedor Delta
495;Micro-ondas modelo 911;Micro-ondas;Brastemp;2061,56;1792,66;15;109.92;A;21.14;Sudeste;Loja Física;Não;4;36;26/09/2023;Revendedor;Dinheiro;Fornecedor Delta
496;Fogão modelo 919;Fogão;Electrolux;1361,13;1039,03;31;212.43;B;39.62;Sul;Loja Física;Sim;4;12;08/09/2023;Consumidor Final;PIX;Fornecedor Delta
497;Máquina de Lavar modelo 559;Máquina de Lavar;Brastemp;1170,33;1044,94;12;343.49;B;42.32;Sudeste;Loja Física;Sim;3;18;11/03/2022;Consumidor Final;PIX;Distribuidora Alfa
498;Micro-ondas modelo 749;Micro-ondas;Samsung;1963,8;1664,24;18;386.61;C;41.65;Sul;Loja Física;Sim;4;24;17/09/2022;Consumidor Final;PIX;Fornecedor Delta
499;Máquina de Lavar modelo 849;Máquina de Lavar;Samsung;1308,18;1081,14;21;349.75;C;30.97;Norte;Loja Física;Sim;3;24;23/01/2022;Consumidor Final;Cartão;Fornecedora Gamma
500;Micro-ondas modelo 678;Micro-ondas;Consul;1578,85;1294,14;22;175.86;C;46.51;Sudeste;E-commerce;Sim;4;12;12/06/2023;Revendedor;Boleto;Distribuidora Beta
501;Micro-ondas modelo 629;Micro-ondas;Consul;2455,8;1949,05;26;61.61;C;65.97;Nordeste;Loja Física;Sim;3;24;03/11/2022;Revendedor;Boleto;Fornecedora Gamma
502;Ar Condicionado modelo 529;Ar Condicionado;Samsung;1483,67;1246,78;19;238.19;A;51.17;Nordeste;E-commerce;Não;2;12;12/07/2022;Revendedor;Dinheiro;Distribuidora Beta
503;Ar Condicionado modelo 217;Ar Condicionado;Brastemp;2464,24;1940,35;27;333.82;C;21.32;Norte;Loja Física;Não;4;36;13/09/2023;Consumidor Final;PIX;Fornecedora Gamma
504;Secadora modelo 257;Secadora;LG;1263,91;1071,11;18;353.42;A;42.08;Norte;Loja Física;Sim;5;12;20/06/2022;Consumidor Final;Dinheiro;Distribuidora Alfa
505;Micro-ondas modelo 647;Micro-ondas;Brastemp;2000,35;1481,74;35;211.32;A;97.69;Nordeste;E-commerce;Sim;1;18;27/10/2023;Revendedor;Dinheiro;Distribuidora Alfa
506;Geladeira modelo 481;Geladeira;Consul;752,46;637,68;18;244.42;B;20.96;Sul;Loja Física;Sim;2;12;09/11/2022;Revendedor;Boleto;Distribuidora Beta
507;Micro-ondas modelo 858;Micro-ondas;Philco;913,74;801,53;14;356.73;D;72.34;Sudeste;E-commerce;Sim;3;36;30/01/2023;Consumidor Final;Dinheiro;Distribuidora Beta
508;Máquina de Lavar modelo 811;Máquina de Lavar;Philco;1478,23;1026,55;44;420.17;B;51.37;Nordeste;Loja Física;Sim;4;24;08/05/2023;Revendedor;PIX;Fornecedora Gamma
509;Fogão modelo 918;Fogão;Philco;2258,3;1866,36;21;421.94;C;46.95;Norte;Loja Física;Não;1;24;29/07/2023;Consumidor Final;Boleto;Distribuidora Beta
510;Secadora modelo 469;Secadora;Electrolux;2091,89;1757,89;19;103.35;D;57.1;Centro-Oeste;Loja Física;Sim;4;12;09/05/2023;Revendedor;Cartão;Fornecedor Delta
511;Micro-ondas modelo 302;Micro-ondas;Electrolux;2491,27;1961,63;27;446.12;D;24.02;Nordeste;Loja Física;Sim;1;24;31/07/2023;Revendedor;PIX;Fornecedora Gamma
512;Máquina de Lavar modelo 268;Máquina de Lavar;Consul;376,42;319,00;18;283.08;B;48.38;Nordeste;Loja Física;Não;3;36;05/12/2022;Revendedor;Boleto;Fornecedora Gamma
513;Micro-ondas modelo 465;Micro-ondas;Whirlpool;464,06;320,04;45;410.14;D;58.28;Sul;Loja Física;Sim;5;36;10/08/2023;Consumidor Final;Dinheiro;Distribuidora Epsilon
514;Secadora modelo 736;Secadora;Philco;2059,06;1790,49;15;415.27;A;47.78;Sul;Loja Física;Sim;1;36;08/09/2023;Revendedor;Cartão;Fornecedora Gamma
515;Micro-ondas modelo 978;Micro-ondas;Brastemp;1804,95;1640,86;10;301.15;B;49.64;Sul;E-commerce;Não;2;36;29/01/2023;Revendedor;Boleto;Distribuidora Epsilon
516;Ar Condicionado modelo 936;Ar Condicionado;Electrolux;1180,16;1053,71;12;347.98;B;59.47;Centro-Oeste;E-commerce;Não;1;12;08/12/2022;Consumidor Final;Dinheiro;Fornecedor Delta
517;Fogão modelo 715;Fogão;LG;1006,23;723,91;39;297.65;C;91.9;Centro-Oeste;Loja Física;Sim;1;36;27/09/2023;Revendedor;Cartão;Distribuidora Alfa
518;Fogão modelo 477;Fogão;Samsung;1958,6;1399,00;40;232.69;B;53.85;Sudeste;Loja Física;Sim;5;18;24/09/2022;Consumidor Final;Boleto;Distribuidora Alfa
519;Micro-ondas modelo 141;Micro-ondas;LG;401,32;308,71;30;231.04;C;86.45;Sul;Loja Física;Não;1;12;18/07/2022;Consumidor Final;Boleto;Distribuidora Beta
520;Máquina de Lavar modelo 811;Máquina de Lavar;Consul;2068,19;1406,93;47;281.88;A;49.15;Centro-Oeste;E-commerce;Sim;1;18;17/02/2023;Consumidor Final;Boleto;Distribuidora Beta
521;Geladeira modelo 132;Geladeira;Electrolux;2347,52;1701,10;38;265.18;A;17.61;Sul;E-commerce;Não;3;12;01/04/2022;Revendedor;PIX;Distribuidora Epsilon
522;Secadora modelo 765;Secadora;Samsung;2359,29;1787,34;32;400.22;A;36.15;Nordeste;Loja Física;Sim;2;36;22/07/2023;Consumidor Final;PIX;Distribuidora Beta
523;Geladeira modelo 534;Geladeira;Whirlpool;690,12;466,30;48;435.87;B;65.02;Sul;Loja Física;Não;1;12;28/05/2023;Consumidor Final;PIX;Distribuidora Epsilon
524;Secadora modelo 232;Secadora;Philco;846,49;631,71;34;171.02;A;77.27;Sul;Loja Física;Sim;5;12;11/02/2023;Revendedor;Dinheiro;Distribuidora Alfa
525;Micro-ondas modelo 464;Micro-ondas;Philco;2353,91;1838,99;28;132.99;A;40.07;Nordeste;Loja Física;Não;5;12;30/08/2023;Revendedor;Dinheiro;Distribuidora Alfa
526;Geladeira modelo 146;Geladeira;LG;2028,17;1748,42;16;372.6;B;25.36;Norte;Loja Física;Sim;4;12;11/03/2023;Revendedor;Boleto;Fornecedora Gamma
527;Geladeira modelo 469;Geladeira;LG;1991,36;1327,57;50;249.91;A;19.1;Centro-Oeste;E-commerce;Sim;2;36;13/04/2022;Consumidor Final;Dinheiro;Distribuidora Epsilon
528;Máquina de Lavar modelo 151;Máquina de Lavar;Electrolux;1958,25;1398,75;40;474.14;B;46.86;Norte;Loja Física;Sim;4;24;02/03/2022;Revendedor;Cartão;Distribuidora Epsilon
529;Máquina de Lavar modelo 446;Máquina de Lavar;Consul;1099,24;931,56;18;251.99;D;38.75;Sudeste;Loja Física;Sim;3;36;01/01/2022;Consumidor Final;Boleto;Fornecedora Gamma
530;Fogão modelo 761;Fogão;Consul;1259,78;839,85;50;330.16;C;41.1;Sul;E-commerce;Sim;2;12;09/01/2022;Consumidor Final;PIX;Distribuidora Epsilon
531;Micro-ondas modelo 799;Micro-ondas;Brastemp;2542,52;1883,35;35;458.77;C;93.61;Centro-Oeste;E-commerce;Sim;2;36;23/06/2022;Revendedor;Boleto;Distribuidora Alfa
532;Micro-ondas modelo 440;Micro-ondas;LG;1992,33;1364,61;46;486.49;D;66.62;Norte;E-commerce;Não;5;24;18/07/2022;Consumidor Final;Cartão;Distribuidora Epsilon
533;Micro-ondas modelo 577;Micro-ondas;Samsung;1174,07;903,13;30;164.85;C;70.91;Centro-Oeste;Loja Física;Não;5;12;23/04/2023;Consumidor Final;Boleto;Distribuidora Epsilon
534;Secadora modelo 184;Secadora;Brastemp;1139,99;942,14;21;484.13;A;71.36;Nordeste;Loja Física;Sim;2;36;23/02/2023;Revendedor;PIX;Distribuidora Beta
535;Fogão modelo 593;Fogão;Samsung;388,76;268,11;45;284.65;C;12.0;Centro-Oeste;Loja Física;Sim;5;18;07/04/2022;Revendedor;Cartão;Distribuidora Epsilon
536;Secadora modelo 316;Secadora;Brastemp;647,82;588,93;10;174.18;B;35.89;Sul;E-commerce;Sim;4;12;22/08/2022;Consumidor Final;Cartão;Distribuidora Alfa
537;Máquina de Lavar modelo 976;Máquina de Lavar;Whirlpool;1167,82;981,36;19;237.42;D;29.08;Centro-Oeste;Loja Física;Não;2;36;17/01/2022;Revendedor;Boleto;Distribuidora Alfa
538;Secadora modelo 529;Secadora;Brastemp;242,76;220,69;10;391.9;B;89.97;Nordeste;E-commerce;Não;1;12;21/09/2023;Consumidor Final;Boleto;Distribuidora Epsilon
539;Micro-ondas modelo 910;Micro-ondas;Brastemp;453,33;356,95;27;381.75;C;99.26;Sul;Loja Física;Não;3;36;13/06/2023;Consumidor Final;Cartão;Fornecedora Gamma
540;Micro-ondas modelo 804;Micro-ondas;Electrolux;1363,81;1073,87;27;400.89;A;80.43;Centro-Oeste;Loja Física;Sim;1;12;30/05/2023;Revendedor;Boleto;Distribuidora Epsilon
541;Micro-ondas modelo 706;Micro-ondas;LG;2270,46;1816,37;25;148.33;B;41.66;Sudeste;E-commerce;Sim;1;36;17/05/2023;Revendedor;Cartão;Distribuidora Beta
542;Geladeira modelo 153;Geladeira;Consul;2477,12;1651,41;50;291.8;D;64.48;Sul;Loja Física;Sim;2;36;21/06/2022;Revendedor;PIX;Fornecedora Gamma
543;Máquina de Lavar modelo 660;Máquina de Lavar;Whirlpool;915,36;762,80;20;372.37;C;50.59;Sul;E-commerce;Sim;2;18;08/05/2022;Consumidor Final;PIX;Fornecedor Delta
544;Máquina de Lavar modelo 723;Máquina de Lavar;Samsung;1301,93;879,68;48;286.22;C;93.43;Sul;Loja Física;Sim;1;18;05/04/2022;Revendedor;PIX;Distribuidora Alfa
545;Fogão modelo 955;Fogão;Consul;2320,5;1798,84;29;92.17;C;79.27;Nordeste;Loja Física;Não;5;36;02/02/2022;Revendedor;PIX;Distribuidora Epsilon
546;Micro-ondas modelo 782;Micro-ondas;Electrolux;1619,37;1408,15;15;91.84;C;27.02;Nordeste;Loja Física;Não;1;12;08/10/2023;Consumidor Final;Cartão;Distribuidora Alfa
547;Máquina de Lavar modelo 408;Máquina de Lavar;Brastemp;1794,91;1255,18;43;452.51;A;55.46;Nordeste;E-commerce;Sim;2;24;08/12/2022;Revendedor;Cartão;Fornecedor Delta
548;Máquina de Lavar modelo 135;Máquina de Lavar;Consul;1604,62;1371,47;17;389.12;B;20.62;Nordeste;E-commerce;Não;3;24;03/09/2023;Consumidor Final;Cartão;Fornecedora Gamma
549;Secadora modelo 341;Secadora;LG;427,22;309,58;38;64.21;D;41.42;Norte;E-commerce;Sim;3;12;13/07/2022;Consumidor Final;Boleto;Distribuidora Alfa
550;Ar Condicionado modelo 451;Ar Condicionado;Electrolux;711,62;598,00;19;420.69;C;67.24;Sudeste;Loja Física;Não;2;18;10/01/2022;Consumidor Final;Boleto;Fornecedora Gamma
551;Geladeira modelo 556;Geladeira;Samsung;1526,72;1304,89;17;157.24;C;93.35;Nordeste;E-commerce;Sim;1;12;05/12/2023;Consumidor Final;Dinheiro;Distribuidora Beta
552;Micro-ondas modelo 354;Micro-ondas;Philco;535,32;366,66;46;377.92;A;80.96;Nordeste;Loja Física;Não;4;36;13/04/2022;Consumidor Final;Dinheiro;Fornecedora Gamma
553;Secadora modelo 328;Secadora;Whirlpool;1087,41;724,94;50;494.08;B;85.04;Sudeste;Loja Física;Sim;4;12;24/04/2023;Consumidor Final;Dinheiro;Distribuidora Alfa
554;Micro-ondas modelo 730;Micro-ondas;Whirlpool;2021,78;1657,20;22;481.43;B;76.27;Sudeste;Loja Física;Não;1;24;02/09/2023;Consumidor Final;Cartão;Distribuidora Epsilon
555;Ar Condicionado modelo 501;Ar Condicionado;Brastemp;1908,14;1445,56;32;376.38;B;53.01;Norte;Loja Física;Sim;1;12;02/10/2022;Consumidor Final;Dinheiro;Fornecedor Delta
556;Fogão modelo 627;Fogão;Philco;1259,78;1134,94;11;113.14;B;45.45;Centro-Oeste;E-commerce;Não;1;18;28/01/2022;Consumidor Final;Dinheiro;Distribuidora Epsilon
557;Máquina de Lavar modelo 509;Máquina de Lavar;Consul;926,87;792,20;17;472.35;D;16.3;Centro-Oeste;E-commerce;Sim;5;36;07/02/2023;Consumidor Final;Boleto;Distribuidora Alfa
558;Secadora modelo 283;Secadora;Samsung;2158,41;1509,38;43;379.17;B;45.16;Sul;Loja Física;Não;5;36;18/08/2022;Revendedor;Dinheiro;Distribuidora Alfa
559;Máquina de Lavar modelo 829;Máquina de Lavar;Electrolux;1728,53;1416,83;22;81.59;C;34.43;Norte;E-commerce;Não;4;36;25/04/2022;Consumidor Final;PIX;Distribuidora Beta
560;Ar Condicionado modelo 228;Ar Condicionado;Electrolux;1828,21;1562,57;17;335.81;C;78.49;Nordeste;E-commerce;Sim;5;12;14/05/2023;Consumidor Final;PIX;Distribuidora Alfa
561;Geladeira modelo 445;Geladeira;LG;811,06;693,21;17;463.12;C;70.73;Norte;Loja Física;Não;3;18;21/03/2023;Revendedor;Boleto;Distribuidora Epsilon
562;Secadora modelo 652;Secadora;Samsung;1029,64;740,75;39;244.05;D;73.03;Centro-Oeste;Loja Física;Não;1;18;18/09/2023;Revendedor;Boleto;Fornecedor Delta
563;Fogão modelo 195;Fogão;LG;854,74;610,53;40;390.53;C;35.55;Norte;E-commerce;Sim;1;36;22/05/2022;Revendedor;PIX;Fornecedor Delta
564;Ar Condicionado modelo 455;Ar Condicionado;Electrolux;1663,19;1231,99;35;116.8;C;34.9;Centro-Oeste;Loja Física;Sim;3;12;19/10/2023;Consumidor Final;Boleto;Fornecedora Gamma
565;Secadora modelo 401;Secadora;Electrolux;864,87;732,94;18;457.38;B;25.24;Sudeste;E-commerce;Sim;4;24;24/11/2022;Revendedor;Boleto;Fornecedora Gamma
566;Geladeira modelo 788;Geladeira;Samsung;2666,26;1851,57;44;213.49;B;99.82;Norte;E-commerce;Sim;2;36;19/09/2022;Consumidor Final;Cartão;Distribuidora Beta
567;Máquina de Lavar modelo 881;Máquina de Lavar;Philco;1433,86;1268,90;13;229.48;A;62.05;Nordeste;Loja Física;Não;3;36;17/07/2023;Revendedor;Boleto;Distribuidora Beta
568;Máquina de Lavar modelo 591;Máquina de Lavar;Consul;778,42;529,54;47;169.03;A;86.93;Centro-Oeste;Loja Física;Sim;5;36;10/07/2023;Revendedor;PIX;Distribuidora Beta
569;Máquina de Lavar modelo 679;Máquina de Lavar;Samsung;2349,52;1714,98;37;260.86;A;73.05;Norte;Loja Física;Não;1;36;22/11/2023;Revendedor;Dinheiro;Fornecedora Gamma
570;Fogão modelo 919;Fogão;Philco;1788,1;1286,40;39;434.87;D;54.93;Nordeste;Loja Física;Não;2;12;06/08/2022;Consumidor Final;Cartão;Fornecedora Gamma
